orig_path,label,index,ImagePath
Kvasir v2/normal/normal/43f87d02-db8c-4d79-9359-373b190951e3.jpg,normal,8,00429.jpg
Kvasir v2/normal-cecum/normal-cecum/8f4545fc-0c45-45e2-9274-9bb804914970.jpg,normal-cecum,1,00430.jpg
Kvasir v2/polyps/polyps/1f233ecd-9e93-4bbd-a2ad-0cffc9bba42f.jpg,polyps,2,00431.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/c35a41b8-9f7c-4656-ad68-e91e4cafe23b.jpg,ulcerative-colitis,4,00432.jpg
Kvasir v2/esophagitis/esophagitis/a63915df-cfb1-47f4-94d8-4ffd3f1c3d06.jpg,esophagitis,7,00433.jpg
Kvasir v2/esophagitis/esophagitis/bf0d00a4-5880-43a6-aeb1-ef4bd8e0823c.jpg,esophagitis,7,00434.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/2b9bb5b0-6fb4-46c3-a553-c33c2bae8785.jpg,dyed-resection-margins,5,00435.jpg
Kvasir v2/polyps/polyps/ab521975-ebea-4f40-9a4b-5b55235bd140.jpg,polyps,2,00436.jpg
Kvasir v2/esophagitis/esophagitis/a421fb38-6232-41ff-b873-199fa4e87957.jpg,esophagitis,7,00437.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e6471d7f-15f1-44ca-859f-6b4930d1b905.jpg,normal-pylorus,6,00438.jpg
Kvasir v2/normal-cecum/normal-cecum/5f25a417-f52f-4ac1-b314-52d3cfbbb837.jpg,normal-cecum,1,00439.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/ddd60fc8-99a0-4243-8bd4-6622a4aefb63.jpg,dyed-resection-margins,5,00440.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e27c45b0-9074-4846-9e43-43e0b60053a7.jpg,normal-pylorus,6,00441.jpg
Kvasir v2/normal-cecum/normal-cecum/936057d7-8a5c-4162-9eb3-c2347f7e64fa.jpg,normal-cecum,1,00442.jpg
Kvasir v2/normal-pylorus/normal-pylorus/a56b1ad3-bdf3-406e-b075-402fab5ab8ad.jpg,normal-pylorus,6,00443.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/03bdb01f-7d85-4645-9b3a-9b0972a2462e.jpg,ulcerative-colitis,4,00444.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/a04ed30c-5e52-47d0-86e0-e768150f62aa.jpg,dyed-lifted-polyps,3,00445.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e029c7a3-9ba8-4711-afeb-7947b9cb109c.jpg,normal-pylorus,6,00446.jpg
Kvasir v2/normal/normal/56c44896-38ee-4f7a-ac7c-d2c5140e162a.jpg,normal,8,00447.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/ba063f9f-9975-4fde-aebe-ebdc54792db9.jpg,ulcerative-colitis,4,00448.jpg
Kvasir v2/esophagitis/esophagitis/86739b62-e86c-49f9-8d9c-2615d8a9a0a1.jpg,esophagitis,7,00449.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/584f1fa0-9bb9-49d3-b412-c42819d0a200_00001344.jpg,ulcerative-colitis,4,00450.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/f8f82618-70f5-4d8b-9011-4dc7e7b5f54d.jpg,dyed-resection-margins,5,00451.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/abcc3878-3edf-4079-b92f-1fea4ecbb899.jpg,dyed-resection-margins,5,00452.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/698f130b-41ff-414d-908c-8d8c0f82d4a8_00002057.jpg,ulcerative-colitis,4,00453.jpg
Kvasir v2/polyps/polyps/d061f64d-7a90-414b-bfce-022edb39682a.jpg,polyps,2,00454.jpg
Kvasir v2/normal/normal/62a7966c-4ae2-4d05-836d-16b1f7a4275c.jpg,normal,8,00455.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/9b183b1f-15f8-40c4-9c3a-569781c8492e.jpg,dyed-resection-margins,5,00456.jpg
Kvasir v2/esophagitis/esophagitis/d595bb49-1e58-44df-a285-66dd8578e0f3.jpg,esophagitis,7,00457.jpg
Kvasir v2/normal-pylorus/normal-pylorus/5c23af36-c842-4a3e-a47f-ef720362120e.jpg,normal-pylorus,6,00458.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/501681e0-6c59-4e89-8170-36d2ab45f254.jpg,dyed-lifted-polyps,3,00459.jpg
Kvasir v2/normal-cecum/normal-cecum/74c19c0b-0437-4571-bd5a-1db60be1b34b.jpg,normal-cecum,1,00460.jpg
Kvasir v2/normal-pylorus/normal-pylorus/ee52d6c4-a9a3-4816-805e-ca38becc2b64.jpg,normal-pylorus,6,00461.jpg
Kvasir v2/esophagitis/esophagitis/4152c0a4-db41-49a1-97ab-dae35b6c7226.jpg,esophagitis,7,00462.jpg
Kvasir v2/normal-pylorus/normal-pylorus/fe783b66-c307-4adc-bfe5-1fc0d603a340.jpg,normal-pylorus,6,00463.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/1095b496-3ccc-4758-8429-fb85c59baf45.jpg,dyed-lifted-polyps,3,00464.jpg
Kvasir v2/normal/normal/bcb947e5-7f93-443c-9553-41466530f30b.jpg,normal,8,00465.jpg
Kvasir v2/normal-pylorus/normal-pylorus/bbb34362-19da-43ca-b6b4-ebc5fe21b450.jpg,normal-pylorus,6,00466.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/50376904-d289-4f99-9938-160c04ba9f60.jpg,dyed-resection-margins,5,00467.jpg
Kvasir v2/normal-cecum/normal-cecum/307eba59-74e4-491b-b22f-1d1ba869d64b.jpg,normal-cecum,1,00468.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/e4b1959f-b011-4fe6-96e7-14b83ce26d1f.jpg,ulcerative-colitis,4,00469.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/a409312b-8b26-41a3-b1e1-2acd84041696.jpg,dyed-lifted-polyps,3,00470.jpg
Kvasir v2/normal/normal/a1eedacf-c74e-4876-9d98-4286fe70dd79.jpg,normal,8,00471.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/c4200a4f-9c9b-490b-a31b-ad8f7985c8b8.jpg,dyed-lifted-polyps,3,00472.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/0e0f9300-e55e-4b25-bc4c-152499a6d1f2.jpg,dyed-lifted-polyps,3,00473.jpg
Kvasir v2/esophagitis/esophagitis/ff0b2f1d-9d25-48a4-8c7f-5caac483c96d.jpg,esophagitis,7,00474.jpg
Kvasir v2/esophagitis/esophagitis/9ae60867-ef66-4ab2-986b-32fbe9fd0831.jpg,esophagitis,7,00475.jpg
Kvasir v2/normal-pylorus/normal-pylorus/ef79e727-4c83-4f3f-85e2-1641ed010803.jpg,normal-pylorus,6,00476.jpg
Kvasir v2/normal-pylorus/normal-pylorus/41581787-f15b-42f6-9267-b293c1520613.jpg,normal-pylorus,6,00477.jpg
Kvasir v2/polyps/polyps/c16909e9-5e26-4546-a30a-424fd45c8d55.jpg,polyps,2,00478.jpg
Kvasir v2/esophagitis/esophagitis/3a65571a-09f0-498c-a756-c913ae574cff.jpg,esophagitis,7,00479.jpg
Kvasir v2/esophagitis/esophagitis/52ee0f1e-45b7-4841-9e07-4f1282fe74d7.jpg,esophagitis,7,00480.jpg
Kvasir v2/esophagitis/esophagitis/775b9c1f-2006-428c-8104-837c514367ca.jpg,esophagitis,7,00481.jpg
Kvasir v2/normal-cecum/normal-cecum/0216181d-8f5d-4c59-a08d-c879939ca53a.jpg,normal-cecum,1,00482.jpg
Kvasir v2/normal-pylorus/normal-pylorus/d368b9df-205f-41cb-b70f-4b5b271f02d4.jpg,normal-pylorus,6,00483.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/9ca13042-ff33-48e6-ad37-89c7e6bd99f1.jpg,ulcerative-colitis,4,00484.jpg
Kvasir v2/normal/normal/a21ad07b-7e7a-4d65-90d8-7e6c9e788d8a.jpg,normal,8,00485.jpg
Kvasir v2/polyps/polyps/7196bffd-9451-4a2b-9169-b36a36f8322a.jpg,polyps,2,00486.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/8b2cd3ae-0b47-4c83-a093-4e8de0586d96.jpg,dyed-resection-margins,5,00487.jpg
Kvasir v2/polyps/polyps/63e34ef1-c5a4-461a-9f5f-62a237f0cb3a.jpg,polyps,2,00488.jpg
Kvasir v2/normal/normal/a19d439c-327c-4c41-845d-4023f5c7fd20.jpg,normal,8,00489.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/2ba7feb4-9053-45e4-9f43-b715dc6ce951.jpg,dyed-lifted-polyps,3,00490.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/0d8fee53-37a7-45c9-80e0-25b6e345bae9.jpg,dyed-resection-margins,5,00491.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/650cb509-8b99-40f0-80c5-3ccdfe2670f0.jpg,dyed-lifted-polyps,3,00492.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/d547ba5d-0f31-4e06-acc9-98aa6df92d70.jpg,dyed-lifted-polyps,3,00493.jpg
Kvasir v2/polyps/polyps/7b3b1620-32dd-4e88-addd-b35f40608fce.jpg,polyps,2,00494.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/82ef607e-2373-42b6-8390-b5cf878a5d77.jpg,ulcerative-colitis,4,00495.jpg
Kvasir v2/normal-cecum/normal-cecum/c2ea60b7-a93a-4047-949a-31b1109de3b0.jpg,normal-cecum,1,00496.jpg
Kvasir v2/normal/normal/77b7e00b-8c66-4427-a47d-09956d27f412.jpg,normal,8,00497.jpg
Kvasir v2/esophagitis/esophagitis/cea07eb4-5e39-43cf-b1c1-c1c77cd2acad.jpg,esophagitis,7,00498.jpg
Kvasir v2/esophagitis/esophagitis/fa0070a4-dae6-40ff-95df-c9d9d0a8ef23.jpg,esophagitis,7,00499.jpg
Kvasir v2/normal/normal/405dd251-2a9b-48ff-91b4-216f09d83c1e.jpg,normal,8,00500.jpg
Kvasir v2/esophagitis/esophagitis/7a399663-6d35-4e14-9599-15e878189219.jpg,esophagitis,7,00501.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/2f5bf90d-a5ca-4f65-ad1d-40d79cf798be.jpg,ulcerative-colitis,4,00502.jpg
Kvasir v2/esophagitis/esophagitis/dbf45d72-58cb-4743-a02d-61bc601c7f1e.jpg,esophagitis,7,00503.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/02daad2b-534a-4822-96ab-0d42d23a3fb9.jpg,ulcerative-colitis,4,00504.jpg
Kvasir v2/polyps/polyps/840f43b6-c70b-4b89-9ecf-27abd9084fc9.jpg,polyps,2,00505.jpg
Kvasir v2/normal-pylorus/normal-pylorus/5363930e-d91e-47ce-a7e6-0526f9512546.jpg,normal-pylorus,6,00506.jpg
Kvasir v2/esophagitis/esophagitis/172d405f-bced-4502-99c9-e50029244a8f.jpg,esophagitis,7,00507.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/58ed6910-e2e8-4da8-8f70-5332cbe3d8d9.jpg,ulcerative-colitis,4,00508.jpg
Kvasir v2/polyps/polyps/4b1b8161-2ce6-4ca8-8877-50468da2e935.jpg,polyps,2,00509.jpg
Kvasir v2/esophagitis/esophagitis/c193c807-efb9-4478-9bca-26d4834d19ef.jpg,esophagitis,7,00510.jpg
Kvasir v2/polyps/polyps/1d0435f6-e6bb-41eb-8eba-47bac8d37296.jpg,polyps,2,00511.jpg
Kvasir v2/normal-pylorus/normal-pylorus/262cd554-00d6-4e40-85db-4a8b9bb1e486.jpg,normal-pylorus,6,00512.jpg
Kvasir v2/esophagitis/esophagitis/3ac8affa-19d4-4f2c-a71b-49b96cb4588b.jpg,esophagitis,7,00513.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/d2a0abfe-77a8-4910-991e-3d707bab94a6.jpg,ulcerative-colitis,4,00514.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/cdd9c8d3-e031-4167-a3f4-d799b083620a.jpg,dyed-resection-margins,5,00515.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/3b9e52de-a724-4160-85c9-b0bf4066f94f.jpg,ulcerative-colitis,4,00516.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/923f1d8e-f0f4-4ce6-86a5-ec02587783cc.jpg,dyed-lifted-polyps,3,00517.jpg
Kvasir v2/normal-pylorus/normal-pylorus/be267ab6-af8a-4ee8-8c9b-5b5446f88b03.jpg,normal-pylorus,6,00518.jpg
Kvasir v2/esophagitis/esophagitis/e20cb4dd-8e11-4d82-825b-2dd48ba74887.jpg,esophagitis,7,00519.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/2e9b768e-58a4-4a9b-91f9-de6456cd74ba.jpg,dyed-lifted-polyps,3,00520.jpg
Kvasir v2/normal-pylorus/normal-pylorus/0cc7830e-ca0d-46d4-91f1-672f35471f2a.jpg,normal-pylorus,6,00521.jpg
Kvasir v2/normal/normal/7ed85379-a041-4dfa-b8fb-86f040ee41d7.jpg,normal,8,00522.jpg
Kvasir v2/normal/normal/d90d69d5-7ff6-4514-a88c-aaa091087de7.jpg,normal,8,00523.jpg
Kvasir v2/polyps/polyps/2a6a0dc1-e02f-493c-b8e7-784df8dc5c16.jpg,polyps,2,00524.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/ad316a67-818e-48d5-8fda-72ca7a86fcea.jpg,dyed-resection-margins,5,00525.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/62a3c668-12c8-45db-8434-6c0a47176cec.jpg,ulcerative-colitis,4,00526.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/291272f3-28cd-457f-b6b5-b29a491e5b2a.jpg,ulcerative-colitis,4,00527.jpg
Kvasir v2/normal-pylorus/normal-pylorus/c0eccbdd-2378-44d3-ae8d-a70a3d77c198.jpg,normal-pylorus,6,00528.jpg
Kvasir v2/esophagitis/esophagitis/3d9254af-0f00-4eab-9933-28ae1a8fa07e.jpg,esophagitis,7,00529.jpg
Kvasir v2/normal-pylorus/normal-pylorus/7a3ee764-c145-47a7-9c73-dad26c5b20a3.jpg,normal-pylorus,6,00530.jpg
Kvasir v2/normal-cecum/normal-cecum/079c1eaa-541b-456c-8e42-3e408a3d29ec.jpg,normal-cecum,1,00531.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/33a7c640-32ae-47ea-9642-37e96c657fb4.jpg,dyed-resection-margins,5,00532.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/c71e8e33-95a2-448b-bb06-31dbccee8922.jpg,ulcerative-colitis,4,00533.jpg
Kvasir v2/polyps/polyps/e0808fb6-26e3-491f-b7c5-d2944723514d.jpg,polyps,2,00534.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e3399705-24d8-4730-bdbc-c997be63af69.jpg,normal-pylorus,6,00535.jpg
Kvasir v2/esophagitis/esophagitis/88bac517-668e-42ed-979b-785c52c599bb.jpg,esophagitis,7,00536.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/96468992-5341-43f6-bb15-c623646a44b9.jpg,ulcerative-colitis,4,00537.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/551b9230-c2ac-4747-92fe-d0b52b36bd9a.jpg,ulcerative-colitis,4,00538.jpg
Kvasir v2/esophagitis/esophagitis/8ef89f70-45ad-4b2c-8031-f1d73e145b28.jpg,esophagitis,7,00539.jpg
Kvasir v2/normal/normal/6132ff26-264e-4609-be2a-22d1648f9a8f.jpg,normal,8,00540.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b96a8420-729a-42a5-a133-dc41e72f84be.jpg,normal-pylorus,6,00541.jpg
Kvasir v2/normal-pylorus/normal-pylorus/ff8ee8e7-381a-435f-96f4-16f7080f7ba5.jpg,normal-pylorus,6,00542.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/b492de03-2e3a-4b49-b16b-27c6b1a4d1c2.jpg,dyed-lifted-polyps,3,00543.jpg
Kvasir v2/normal-pylorus/normal-pylorus/d9a2e1a9-e28b-4999-b86e-269906d540fb.jpg,normal-pylorus,6,00544.jpg
Kvasir v2/polyps/polyps/db1282ec-ab8f-476c-942c-12801141cf43.jpg,polyps,2,00545.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/c5915729-6393-4728-8d18-79c6f5f00059.jpg,ulcerative-colitis,4,00546.jpg
Kvasir v2/normal-pylorus/normal-pylorus/a8a77f91-9e03-43cf-9364-4578a94194d5.jpg,normal-pylorus,6,00547.jpg
Kvasir v2/normal/normal/21193411-8764-4d36-939f-b654f2815122.jpg,normal,8,00548.jpg
Kvasir v2/normal-pylorus/normal-pylorus/3ff3c6e5-d306-48c4-9e1f-180a801d3693.jpg,normal-pylorus,6,00549.jpg
Kvasir v2/normal/normal/a4a0176b-42b5-4d62-bd51-203040cb6234.jpg,normal,8,00550.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/97a985d3-63ac-4707-a36e-d3028e83f7c2.jpg,ulcerative-colitis,4,00551.jpg
Kvasir v2/normal-pylorus/normal-pylorus/a86c2b5a-f217-42df-bf07-afa9b55cb895.jpg,normal-pylorus,6,00552.jpg
Kvasir v2/polyps/polyps/9da4eb13-2809-4322-a172-a5c7c17fc515.jpg,polyps,2,00553.jpg
Kvasir v2/normal-cecum/normal-cecum/73bb2cb9-0bed-4dc6-9609-402ac77e5197.jpg,normal-cecum,1,00554.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e3a30981-4744-4fce-b0a8-c1b9665398ae.jpg,dyed-lifted-polyps,3,00555.jpg
Kvasir v2/normal-pylorus/normal-pylorus/eb06c610-d965-41e7-8ab2-743eaef10259.jpg,normal-pylorus,6,00556.jpg
Kvasir v2/esophagitis/esophagitis/38758b7c-7b5e-4c4e-a9ce-63493ac60bd0.jpg,esophagitis,7,00557.jpg
Kvasir v2/esophagitis/esophagitis/af1b5ba3-7457-4658-a2ab-5eed3da58337.jpg,esophagitis,7,00558.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/d870ab68-94d9-481c-85c5-ecef0a48582e.jpg,dyed-lifted-polyps,3,00559.jpg
Kvasir v2/polyps/polyps/d3d61421-2e43-436b-8a2b-06f77649e008.jpg,polyps,2,00560.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/945ca429-143b-4ac0-81a0-8f490ba83686.jpg,dyed-resection-margins,5,00561.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/2f184c19-d94b-4c34-9f54-f7d6c9ec5fbb.jpg,ulcerative-colitis,4,00562.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/bd692b79-20ac-48cd-ae96-7b5220738ae1.jpg,dyed-lifted-polyps,3,00563.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/1b1680dc-57c3-4d94-8377-bf85b7a613e7.jpg,dyed-resection-margins,5,00564.jpg
Kvasir v2/polyps/polyps/92ff857f-46eb-42d5-bbaa-b864de6b78bd.jpg,polyps,2,00565.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/decfde72-063d-48c4-b9b8-e7431b5f3bb1.jpg,dyed-resection-margins,5,00566.jpg
Kvasir v2/normal/normal/45adcea8-f826-4459-9cea-070477bb3d16.jpg,normal,8,00567.jpg
Kvasir v2/normal-cecum/normal-cecum/7770186e-096c-4f6c-aa2b-6cb65eb01ebe.jpg,normal-cecum,1,00568.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/43ded847-a696-4cd8-a268-8e0122fde19f.jpg,ulcerative-colitis,4,00569.jpg
Kvasir v2/normal/normal/b9b13e90-be6b-4ffa-ab35-f5f0bb0804a9.jpg,normal,8,00570.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/2f87ab08-6908-4e20-af28-44ee91348191.jpg,dyed-lifted-polyps,3,00571.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/cd84aaa0-7834-49ed-a65b-003d3c6e4135.jpg,ulcerative-colitis,4,00572.jpg
Kvasir v2/esophagitis/esophagitis/1bd6f3ca-3fa5-4f56-8978-a9e961d8f0e4.jpg,esophagitis,7,00573.jpg
Kvasir v2/polyps/polyps/beb11c29-d832-427b-b5c0-e64197a6e980.jpg,polyps,2,00574.jpg
Kvasir v2/polyps/polyps/5f3968ee-cbea-4fca-a592-fdfb8a313b43.jpg,polyps,2,00575.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/24c17b85-c087-465a-a25e-aad0edc61a6b.jpg,dyed-resection-margins,5,00576.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/a96ec566-872c-4b7a-a14d-132945c0d357.jpg,ulcerative-colitis,4,00577.jpg
Kvasir v2/normal-cecum/normal-cecum/32abd298-90e1-4825-824b-b927c9c612ae.jpg,normal-cecum,1,00578.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e8d519e6-8d46-4323-89a2-5b63bc0235b7.jpg,dyed-lifted-polyps,3,00579.jpg
Kvasir v2/normal/normal/68474d4a-4521-492e-a7a0-5ae7f865de28.jpg,normal,8,00580.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/6def955e-1d14-470a-99ee-268b93876d8e.jpg,ulcerative-colitis,4,00581.jpg
Kvasir v2/esophagitis/esophagitis/c2d4722a-bf12-4b2f-ba82-40a86ddc3f59.jpg,esophagitis,7,00582.jpg
Kvasir v2/normal-pylorus/normal-pylorus/86fed752-3bff-4b80-afed-b78cbf892f52.jpg,normal-pylorus,6,00583.jpg
Kvasir v2/normal/normal/c531172c-c454-47d9-9a14-d180987ee499.jpg,normal,8,00584.jpg
Kvasir v2/normal/normal/3b7cf814-e811-4151-9139-f16a8113387d.jpg,normal,8,00585.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/c2dedefa-c71e-4ae9-ae1f-931462422a6f.jpg,ulcerative-colitis,4,00586.jpg
Kvasir v2/normal/normal/94bbd419-5faf-4af4-b35c-356f42464057.jpg,normal,8,00587.jpg
Kvasir v2/normal-pylorus/normal-pylorus/c90a75d8-f05f-41e8-8c80-1d6de0052d41.jpg,normal-pylorus,6,00588.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/a2d26215-1dbb-4841-a16b-efe500629471.jpg,dyed-lifted-polyps,3,00589.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/fa32d6eb-f2fe-4d85-aad4-c7d295796b0f.jpg,dyed-resection-margins,5,00590.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/b0f62b92-8fb1-4834-b4d1-f9d1180088da.jpg,dyed-lifted-polyps,3,00591.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/ac48aa4f-c157-4133-8052-91a498abb8a5.jpg,dyed-resection-margins,5,00592.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/9a4115fd-c56b-4298-b517-46ef0fdfbffd.jpg,dyed-lifted-polyps,3,00593.jpg
Kvasir v2/normal/normal/7b43791a-6a4f-4699-8d80-3a673b62637e.jpg,normal,8,00594.jpg
Kvasir v2/normal-cecum/normal-cecum/8c54899b-27ba-42d3-8b03-17785fb84a59.jpg,normal-cecum,1,00595.jpg
Kvasir v2/esophagitis/esophagitis/c2f04625-e5e3-4404-a3e9-b9609430904b.jpg,esophagitis,7,00596.jpg
Kvasir v2/normal-pylorus/normal-pylorus/ce144764-5447-4d25-8638-c31b7f71045b.jpg,normal-pylorus,6,00597.jpg
Kvasir v2/polyps/polyps/9c57e601-249a-4cf3-b6cf-e150bb678de7.jpg,polyps,2,00598.jpg
Kvasir v2/polyps/polyps/74dd76eb-4173-46fd-83f9-52c967f3d61b.jpg,polyps,2,00599.jpg
Kvasir v2/polyps/polyps/47bcdfff-ecb9-42fd-8091-d63ee2f7dada.jpg,polyps,2,00600.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/10f44652-89a8-43dc-b620-cc05c9470158.jpg,dyed-resection-margins,5,00601.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/b03a20e9-464a-4bad-8d37-107f443e3e0a.jpg,ulcerative-colitis,4,00602.jpg
Kvasir v2/polyps/polyps/ef19d26c-8a98-4917-b599-81f911cbb569.jpg,polyps,2,00603.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7372f73a-783a-44ea-95e7-26edcecd68d1.jpg,ulcerative-colitis,4,00604.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/9ce00835-de5e-4e3e-92c9-8cec621fd6fd.jpg,dyed-lifted-polyps,3,00605.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/0bd00d23-3970-4965-87dc-29526ff5080b.jpg,dyed-resection-margins,5,00606.jpg
Kvasir v2/normal-cecum/normal-cecum/806b485d-f403-4eab-b405-14d19bd9665e.jpg,normal-cecum,1,00607.jpg
Kvasir v2/polyps/polyps/b2028b2f-0826-4242-b7bb-d26bca700d67.jpg,polyps,2,00608.jpg
Kvasir v2/normal-pylorus/normal-pylorus/66048e49-8778-481c-bbea-af839602640d.jpg,normal-pylorus,6,00609.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/810106a4-84fe-4de5-8f7f-596f4a0312e3.jpg,ulcerative-colitis,4,00610.jpg
Kvasir v2/normal/normal/e0e8ba0c-3759-46ea-aaff-fce13742a61d.jpg,normal,8,00611.jpg
Kvasir v2/esophagitis/esophagitis/4f90db1f-b085-4447-a7f3-dce82296afbf.jpg,esophagitis,7,00612.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/214668dc-3cd5-4a50-9054-fdf04360aed1.jpg,dyed-resection-margins,5,00613.jpg
Kvasir v2/polyps/polyps/25610bc9-93f9-4c48-8c48-4e2aacfebcd3.jpg,polyps,2,00614.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7f4eb2bc-5bc6-4733-a417-35d9ed3b6fb8.jpg,ulcerative-colitis,4,00615.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/584f1fa0-9bb9-49d3-b412-c42819d0a200_00000283.jpg,ulcerative-colitis,4,00616.jpg
Kvasir v2/esophagitis/esophagitis/d00e8f3e-c837-45b3-bb5a-bcb5ecd5b079.jpg,esophagitis,7,00617.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/0195c5a6-5ddf-471c-9868-2ea66b81f440.jpg,dyed-lifted-polyps,3,00618.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/414962c9-e87b-487f-8fc1-1e93e12235ce.jpg,dyed-resection-margins,5,00619.jpg
Kvasir v2/polyps/polyps/3a7b57b5-a0db-4d48-a4e6-8e31a4c28cc4.jpg,polyps,2,00620.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/6acfb44a-2b22-4d49-a3bf-9ffc2461c3f9.jpg,ulcerative-colitis,4,00621.jpg
Kvasir v2/normal/normal/fdbdac39-9e6c-4e05-a7cd-061408cddb41.jpg,normal,8,00622.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/fc79c489-b358-4368-b965-330615af73d4_00000403.jpg,ulcerative-colitis,4,00623.jpg
Kvasir v2/esophagitis/esophagitis/051a61f3-3c6a-4e0d-bee5-a99c22783499.jpg,esophagitis,7,00624.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/a084d79f-b832-4930-b5c9-73e00bb29012.jpg,ulcerative-colitis,4,00625.jpg
